,Created Date,Closed Date,Descriptor,Latitude,Longitude,geometry,index_right
2010-01-15 11:35:00,01/15/2010 11:35:00 AM,01/21/2010 01:15:00 PM,Noise: Jack Hammering (NC2),40.77733184580982,-73.96239157021408,POINT (-8233455.767448941 4979553.432620612),0
2010-01-28 12:27:59,01/28/2010 12:27:59 PM,01/28/2010 11:53:45 PM,Loud Talking,40.7756384184481,-73.96262360172098,POINT (-8233481.597078137 4979304.494760285),0
2010-01-29 22:37:22,01/29/2010 10:37:22 PM,01/29/2010 10:46:02 PM,Loud Music/Party,40.77488703172423,-73.96475422316348,POINT (-8233718.776772189 4979194.04115251),0
2010-03-27 08:33:00,03/27/2010 08:33:00 AM,04/10/2010 04:15:00 PM,Noise: Construction Before/After Hours (NM1),40.77614109469581,-73.96384369425921,POINT (-8233617.417158213 4979378.388705137),0
2010-05-02 16:51:54,05/02/2010 04:51:54 PM,05/02/2010 05:14:20 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-05-15 08:11:00,05/15/2010 08:11:00 AM,05/22/2010 07:45:00 PM,Noise: Construction Before/After Hours (NM1),40.77614109469581,-73.96384369425921,POINT (-8233617.417158213 4979378.388705137),0
2010-05-26 14:45:50,05/26/2010 02:45:50 PM,05/26/2010 05:25:47 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-05-31 10:11:00,05/31/2010 10:11:00 AM,05/31/2010 11:23:34 AM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-05-31 16:11:15,05/31/2010 04:11:15 PM,05/31/2010 06:30:25 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-06-05 16:55:53,06/05/2010 04:55:53 PM,06/06/2010 12:45:47 AM,Loud Music/Party,40.777677952928265,-73.96322904770177,POINT (-8233548.995016422 4979604.311973372),0
2010-06-10 09:02:00,06/10/2010 09:02:00 AM,06/23/2010 11:00:00 PM,Noise: Alarms (NR3),40.775509309944724,-73.96229872543006,POINT (-8233445.432014862 4979285.515762752),0
2010-06-11 13:45:18,06/11/2010 01:45:18 PM,06/11/2010 04:39:22 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-06-17 10:36:22,06/17/2010 10:36:22 AM,06/17/2010 12:55:25 PM,Engine Idling,40.775243919122296,-73.96498871854492,POINT (-8233744.880678644 4979246.503329969),0
2010-06-19 09:01:00,06/19/2010 09:01:00 AM,06/26/2010 10:30:00 AM,Noise: Construction Equipment (NC1),40.77614109469581,-73.96384369425921,POINT (-8233617.417158213 4979378.388705137),0
2010-06-24 13:50:14,06/24/2010 01:50:14 PM,06/24/2010 02:02:42 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-07-02 15:42:04,07/02/2010 03:42:04 PM,07/02/2010 05:33:50 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-07-24 07:33:59,07/24/2010 07:33:59 AM,07/24/2010 07:36:47 PM,Banging/Pounding,40.77614109469581,-73.96384369425921,POINT (-8233617.417158213 4979378.388705137),0
2010-08-07 12:48:41,08/07/2010 12:48:41 PM,08/07/2010 01:05:09 PM,Loud Music/Party,40.777677952928265,-73.96322904770177,POINT (-8233548.995016422 4979604.311973372),0
2010-09-16 21:53:00,09/16/2010 09:53:00 PM,09/21/2010 06:00:00 PM,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",40.7754104366395,-73.96210742297944,POINT (-8233424.136323471 4979270.981375417),0
2010-09-18 22:42:00,09/18/2010 10:42:00 PM,10/02/2010 12:45:00 PM,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",40.77542964979949,-73.96210741204656,POINT (-8233424.135106428 4979273.805710469),0
2010-09-21 15:11:00,09/21/2010 03:11:00 PM,09/24/2010 11:00:00 AM,Noise: Other Noise Sources (Use Comments) (NZZ),40.77535887970804,-73.96395604550754,POINT (-8233629.924041968 4979263.402509093),0
2010-10-10 16:39:08,10/10/2010 04:39:08 PM,10/10/2010 05:09:05 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-10-11 12:34:50,10/11/2010 12:34:50 PM,10/11/2010 02:18:03 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2010-10-11 19:43:57,10/11/2010 07:43:57 PM,10/11/2010 10:04:14 PM,Loud Music/Party,40.77597353471275,-73.96342857004515,POINT (-8233571.205742088 4979353.757146689),0
2010-11-06 21:10:19,11/06/2010 09:10:19 PM,11/06/2010 10:18:46 PM,Loud Talking,40.77500178839719,-73.96308610486504,POINT (-8233533.082692624 4979210.910265856),0
2010-11-09 11:36:00,11/09/2010 11:36:00 AM,11/09/2010 02:17:23 PM,Loud Music/Party,40.777677952928265,-73.96322904770177,POINT (-8233548.995016422 4979604.311973372),0
2010-11-13 07:44:00,11/13/2010 07:44:00 AM,11/20/2010 11:15:00 AM,Noise: Construction Before/After Hours (NM1),40.77614109469581,-73.96384369425921,POINT (-8233617.417158213 4979378.388705137),0
2010-12-19 00:54:20,12/19/2010 12:54:20 AM,12/19/2010 02:12:25 AM,Loud Music/Party,40.775386346263154,-73.96401740973657,POINT (-8233636.755076696 4979267.440090577),0
2011-01-03 16:01:19,01/03/2011 04:01:19 PM,01/04/2011 07:44:49 AM,Loud Talking,40.777677952928265,-73.96322904770177,POINT (-8233548.995016422 4979604.311973372),0
2011-02-18 13:20:21,02/18/2011 01:20:21 PM,02/18/2011 02:35:59 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-03-04 15:02:07,03/04/2011 03:02:07 PM,03/04/2011 03:16:01 PM,Car/Truck Horn,40.775424171006435,-73.96213990999834,POINT (-8233427.752761872 4979273.000327656),0
2011-03-18 10:49:05,03/18/2011 10:49:05 AM,03/18/2011 11:09:31 AM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-03-30 14:17:15,03/30/2011 02:17:15 PM,03/30/2011 03:37:27 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-03-30 15:49:00,03/30/2011 03:49:00 PM,05/03/2011 01:47:00 PM,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",40.77500178839719,-73.96308610486504,POINT (-8233533.082692624 4979210.910265856),0
2011-04-02 12:23:47,04/02/2011 12:23:47 PM,04/02/2011 03:24:45 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-04-03 12:43:46,04/03/2011 12:43:46 PM,04/03/2011 03:18:26 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-04-17 12:36:22,04/17/2011 12:36:22 PM,04/17/2011 01:07:05 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-04-20 00:30:00,04/20/2011 12:30:00 AM,04/23/2011 11:45:00 PM,Noise: Jack Hammering (NC2),40.7756384184481,-73.96262360172098,POINT (-8233481.597078137 4979304.494760285),0
2011-04-20 00:35:00,04/20/2011 12:35:00 AM,04/23/2011 11:45:00 PM,Noise: Construction Equipment (NC1),40.77549558862157,-73.96230595428052,POINT (-8233446.236726813 4979283.498725362),0
2011-04-20 19:55:00,04/20/2011 07:55:00 PM,04/25/2011 10:00:00 PM,Noise: Construction Before/After Hours (NM1),40.7756384184481,-73.96262360172098,POINT (-8233481.597078137 4979304.494760285),0
2011-04-24 14:44:59,04/24/2011 02:44:59 PM,04/24/2011 05:27:52 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-04-27 12:35:14,04/27/2011 12:35:14 PM,04/27/2011 02:31:40 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-04-29 11:14:41,04/29/2011 11:14:41 AM,04/29/2011 11:20:42 AM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-04-30 11:10:36,04/30/2011 11:10:36 AM,04/30/2011 12:20:55 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-05-01 12:15:08,05/01/2011 12:15:08 PM,05/01/2011 12:55:33 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-05-19 21:28:00,05/19/2011 09:28:00 PM,05/24/2011 11:30:00 PM,Noise: Jack Hammering (NC2),40.7756384184481,-73.96262360172098,POINT (-8233481.597078137 4979304.494760285),0
2011-06-15 22:27:00,06/15/2011 10:27:00 PM,06/23/2011 08:15:00 PM,Noise: Construction Equipment (NC1),40.775438535661394,-73.96414375036186,POINT (-8233650.819250769 4979275.111932694),0
2011-06-19 07:14:00,06/19/2011 07:14:00 AM,06/22/2011 11:00:00 AM,"Noise: Air Condition/Ventilation Equip, Residential (NJ1)",40.774983098636795,-73.96475778283046,POINT (-8233719.173032505 4979208.162888246),0
2011-06-22 23:57:00,06/22/2011 11:57:00 PM,06/28/2011 10:15:00 PM,Noise: Construction Before/After Hours (NM1),40.77504360145946,-73.96514768658727,POINT (-8233762.576920171 4979217.056750415),0
2011-06-24 19:14:00,06/24/2011 07:14:00 PM,07/08/2011 10:30:00 AM,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",40.77504360145946,-73.96514768658727,POINT (-8233762.576920171 4979217.056750415),0
2011-06-30 19:42:00,06/30/2011 07:42:00 PM,07/07/2011 11:30:00 PM,Noise: Construction Before/After Hours (NM1),40.77504360145946,-73.96514768658727,POINT (-8233762.576920171 4979217.056750415),0
2011-07-10 11:57:59,07/10/2011 11:57:59 AM,07/10/2011 12:08:34 PM,Loud Music/Party,40.77700565044054,-73.96372768490095,POINT (-8233604.503055524 4979505.480630039),0
2011-08-02 22:44:55,08/02/2011 10:44:55 PM,08/02/2011 10:51:30 PM,Loud Music/Party,40.77488703172423,-73.96475422316348,POINT (-8233718.776772189 4979194.04115251),0
2011-08-02 23:15:43,08/02/2011 11:15:43 PM,08/03/2011 12:19:03 AM,Loud Music/Party,40.77488703172423,-73.96475422316348,POINT (-8233718.776772189 4979194.04115251),0
2011-08-02 23:24:42,08/02/2011 11:24:42 PM,08/03/2011 12:19:02 AM,Loud Music/Party,40.77488703172423,-73.96475422316348,POINT (-8233718.776772189 4979194.04115251),0
2011-08-30 23:08:43,08/30/2011 11:08:43 PM,08/31/2011 02:22:53 AM,Loud Music/Party,40.77738952762234,-73.96252152080939,POINT (-8233470.233483039 4979561.912096357),0
2011-08-30 23:09:40,08/30/2011 11:09:40 PM,08/31/2011 02:22:51 AM,Loud Music/Party,40.77738952762234,-73.96252152080939,POINT (-8233470.233483039 4979561.912096357),0
2011-09-01 18:30:23,09/01/2011 06:30:23 PM,09/01/2011 07:18:16 PM,Loud Music/Party,40.77504360145946,-73.96514768658727,POINT (-8233762.576920171 4979217.056750415),0
2011-09-10 18:31:57,09/10/2011 06:31:57 PM,09/10/2011 09:19:21 PM,Loud Music/Party,40.77504360145946,-73.96514768658727,POINT (-8233762.576920171 4979217.056750415),0
